user_hash,source,company,region,job_title,period_raw,start_date,end_date,is_present,parse_ok,company_display_full,company_display_short,company_norm,region_display_full,region_display_short,region_norm,job_title_short
449c0dc56a,talentCard,BramblingTech,"Odesa, Ukraine",IT Project Manager,08.2019 - present,2019-08-01,2026-02-01,True,True,BramblingTech,BramblingTech,bramblingtech,"Odesa, Ukraine","Odesa, Ukraine",Ukraine,IT Project Manager
da02dce7b8,talentCard,Svyaznoy,"Moscow, Russia",Business Analyst,10.2006 - 04.2008,2006-10-01,2008-04-01,False,True,Svyaznoy,Svyaznoy,svyaznoy,"Moscow, Russia","Moscow, Russia",Moscow,Business Analyst
da02dce7b8,talentCard,VTB Bank (VTB 24),Moscow,Lead Organizational Design Specialist,04.2008 - 04.2009,2008-04-01,2009-04-01,False,True,VTB Bank (VTB 24),VTB Bank (VTB 24),vtb bank vtb 24,Moscow,Moscow,Moscow,Lead Organizational Design Specialist
da02dce7b8,talentCard,National Research University -- Higher School of Economics (HSE),Moscow,"Deputy Head, Organizational Development and Control",04.2009 - 05.2011,2009-04-01,2011-05-01,False,True,National Research University -- Higher School of Economics (HSE),National Research University -- Higher School of Economic...,national research university higher school of economics hse,Moscow,Moscow,Moscow,"Deputy Head, Organizational Development and Control"
da02dce7b8,talentCard,RegStaer Group,Moscow,Head of Organizational Development Department,05.2011 - 12.2014,2011-05-01,2014-12-01,False,True,RegStaer Group,RegStaer Group,regstaer,Moscow,Moscow,Moscow,Head of Organizational Development Department
da02dce7b8,talentCard,Rambler&Co,Moscow,Organizational Project Manager,01.2015 - 07.2015,2015-01-01,2015-07-01,False,True,Rambler&Co,Rambler&Co,rambler and,Moscow,Moscow,Moscow,Organizational Project Manager
da02dce7b8,talentCard,BrokerCreditService (BCS),Moscow,Head of Organizational Development,07.2015 - 07.2016,2015-07-01,2016-07-01,False,True,BrokerCreditService (BCS),BrokerCreditService (BCS),brokercreditservice bcs,Moscow,Moscow,Moscow,Head of Organizational Development
da02dce7b8,talentCard,NPO Energomash,"Moscow, Russia",Head of Business Process Structure Management,07.2016 - 07.2018,2016-07-01,2018-07-01,False,True,NPO Energomash,NPO Energomash,npo energomash,"Moscow, Russia","Moscow, Russia",Moscow,Head of Business Process Structure Management
da02dce7b8,talentCard,Lider-Invest (AFK Sistema),"Moscow, Russia",Head of Organizational Design,07.2018 - 06.2019,2018-07-01,2019-06-01,False,True,Lider-Invest (AFK Sistema),Lider-Invest (AFK Sistema),lider invest afk sistema,"Moscow, Russia","Moscow, Russia",Moscow,Head of Organizational Design
da02dce7b8,talentCard,FSK Group,"Moscow, Russia",Head of Organizational Design,06.2019 - 10.2022,2019-06-01,2022-10-01,False,True,FSK Group,FSK Group,FSK,"Moscow, Russia","Moscow, Russia",Moscow,Head of Organizational Design
da02dce7b8,talentCard,Enera Group of Companies,"Tashkent, Republic of Uzbekistan",Head of Process Office (Business Transformation),10.2022 - 10.2025,2022-10-01,2025-10-01,False,True,Enera Group of Companies,Enera Group of Companies,enera of companies,"Tashkent, Republic of Uzbekistan","Tashkent, Republic of Uzbekistan",Tashkent,Head of Process Office (Business Transformation)
da02dce7b8,talentCard,AFI Development,"Moscow, Russia",Head of Architecture and Business Process Automation,08.2025 - present,2025-08-01,2026-02-01,True,True,AFI Development,AFI Development,afi development,"Moscow, Russia","Moscow, Russia",Moscow,Head of Architecture and Business Process Automation
7e903b466e,talentCard,Работа в IT,Москва,Разработчик Oracle / Ведущий инженер,01.2004 - 10.2014,2004-01-01,2014-10-01,False,True,Работа в IT,Работа в IT,работа в it,Москва,Москва,Moscow,Разработчик Oracle / Ведущий инженер
7e903b466e,talentCard,Универсальная Финансовая Система,Москва,Менеджер продукта,10.2014 - 04.2017,2014-10-01,2017-04-01,False,True,Универсальная Финансовая Система,Универсальная Финансовая Система,универсальная финансовая система,Москва,Москва,Moscow,Менеджер продукта
7e903b466e,talentCard,МТС,,Технический директор продукта (CTO),05.2017 - 10.2019,2017-05-01,2019-10-01,False,True,МТС,МТС,МТС,,,Not specified,Технический директор продукта (CTO)
7e903b466e,talentCard,Ростелеком,,Директор по продукту,11.2019 - 09.2021,2019-11-01,2021-09-01,False,True,Ростелеком,Ростелеком,ростелеком,,,Not specified,Директор по продукту
7e903b466e,talentCard,X5 Group,,Руководитель ключевых проектов,09.2021 - 11.2023,2021-09-01,2023-11-01,False,True,X5 Group,X5 Group,X5,,,Not specified,Руководитель ключевых проектов
7e903b466e,talentCard,ДОМ.РФ,Москва,Технический директор по продуктам (CTO),11.2023 - 07.2025,2023-11-01,2025-07-01,False,True,ДОМ.РФ,ДОМ.РФ,ДОМ.РФ,Москва,Москва,Moscow,Технический директор по продуктам (CTO)
f5404791ef,talentCard,ГК Армтек,РБ,Chief Financial Officer,07.2008 - 10.2012,2008-07-01,2012-10-01,False,True,ГК Армтек,ГК Армтек,гк армтек,РБ,РБ,Рб,Chief Financial Officer
f5404791ef,talentCard,"ООО ""Патио плюс""",РБ,Chief Financial Officer,10.2012 - 07.2020,2012-10-01,2020-07-01,False,True,"ООО ""Патио плюс""","ООО ""Патио плюс""",патио плюс,РБ,РБ,Рб,Chief Financial Officer
f5404791ef,talentCard,SLON Media,USA/РФ/Кипр/РБ,Chief Financial Officer,10.2021 - 02.2025,2021-10-01,2025-02-01,False,True,SLON Media,SLON Media,slon media,USA/РФ/Кипр/РБ,USA/РФ/Кипр/РБ,USA,Chief Financial Officer
f5404791ef,talentCard,Фриланс (Литва/РБ),Литва/РБ,Финансовый консультант / CFO (проектная деятельность),03.2025 - present,2025-03-01,2026-02-01,True,True,Фриланс (Литва/РБ),Фриланс (Литва/РБ),фриланс литва рб,Литва/РБ,Литва/РБ,Lithuania,Финансовый консультант / CFO (проектная деятельность)
7208d3aa12,talentCard,,,Руководитель регионального представительства / Операционный директор региона,03.2008 - 09.2019,2008-03-01,2019-09-01,False,True,,,Not specified,,,Not specified,Руководитель регионального представительства / Операционн...
7208d3aa12,talentCard,Mantera Travel (ГК «Мантера»),,Операционный директор (COO) бизнес-юнита,10.2020 - present,2020-10-01,2026-02-01,True,True,Mantera Travel (ГК «Мантера»),Mantera Travel (ГК «Мантера»),mantera travel гк мантера,,,Not specified,Операционный директор (COO) бизнес-юнита
9b7477200f,talentCard,ГК Имплозия,,Начальник отдела интернет технологий,07.2005 - 03.2011,2005-07-01,2011-03-01,False,True,ГК Имплозия,ГК Имплозия,гк имплозия,,,Not specified,Начальник отдела интернет технологий
9b7477200f,talentCard,NetCracker Technology Corp. (Россия),Россия,Product Support Manager,06.2011 - 07.2013,2011-06-01,2013-07-01,False,True,NetCracker Technology Corp. (Россия),NetCracker Technology Corp. (Россия),netcracker technology россия,Россия,Россия,Russia,Product Support Manager
9b7477200f,talentCard,Resolution Point,,Руководитель проектов,07.2013 - 07.2015,2013-07-01,2015-07-01,False,True,Resolution Point,Resolution Point,resolution point,,,Not specified,Руководитель проектов
9b7477200f,talentCard,Softline,,Менеджер проектов,08.2015 - 01.2017,2015-08-01,2017-01-01,False,True,Softline,Softline,softline,,,Not specified,Менеджер проектов
9b7477200f,talentCard,Софверс,,Руководитель проектов,01.2017 - 08.2017,2017-01-01,2017-08-01,False,True,Софверс,Софверс,софверс,,,Not specified,Руководитель проектов
9b7477200f,talentCard,"СИБИНТЕК, ООО ИК",,Руководитель проектов,12.2017 - 07.2021,2017-12-01,2021-07-01,False,True,"СИБИНТЕК, ООО ИК","СИБИНТЕК, ООО ИК",сибинтек ик,,,Not specified,Руководитель проектов
9b7477200f,talentCard,Банк ВТБ (ПАО),,Менеджер проектов,07.2021 - 03.2022,2021-07-01,2022-03-01,False,True,Банк ВТБ (ПАО),Банк ВТБ (ПАО),ВТБ,,,Not specified,Менеджер проектов
9b7477200f,talentCard,"Иннотех, Группа компаний",,Руководитель проектов,03.2022 - present,2022-03-01,2026-02-01,True,True,"Иннотех, Группа компаний","Иннотех, Группа компаний",иннотех группа компании,,,Not specified,Руководитель проектов
26db7e5f9e,talentCard,VTB Bank,"Irkutsk, Russia",IT Security Consultant,10.2011 - 05.2014,2011-10-01,2014-05-01,False,True,VTB Bank,VTB Bank,ВТБ,"Irkutsk, Russia","Irkutsk, Russia",Russia,IT Security Consultant
26db7e5f9e,talentCard,SPIRIT (production company),"Irkutsk, Russia",Project Manager,05.2014 - 12.2015,2014-05-01,2015-12-01,False,True,SPIRIT (production company),SPIRIT (production company),spirit production,"Irkutsk, Russia","Irkutsk, Russia",Russia,Project Manager
26db7e5f9e,talentCard,Freelance,"Moscow, Russia",Freelance Data Analyst,01.2016 - 10.2022,2016-01-01,2022-10-01,False,True,Freelance,Freelance,freelance,"Moscow, Russia","Moscow, Russia",Moscow,Freelance Data Analyst
26db7e5f9e,talentCard,La Redoute,"Moscow, Russia",Head of Analytics,11.2022 - 01.2026,2022-11-01,2026-01-01,False,True,La Redoute,La Redoute,la redoute,"Moscow, Russia","Moscow, Russia",Moscow,Head of Analytics
f020e06e85,talentCard,"Vetka studio (textile products, e-commerce)",On-site,Communication Designer | Brand Specialist,05.2017 - 03.2022,2017-05-01,2022-03-01,False,True,"Vetka studio (textile products, e-commerce)","Vetka studio (textile products, e-commerce)",vetka studio textile products e commerce,On-site,On-site,On-Site,Communication Designer | Brand Specialist
f020e06e85,talentCard,Tokenopolis (construction and real estate sales; investment platform),Remote,UX/UI Designer,04.2022 - 10.2023,2022-04-01,2023-10-01,False,True,Tokenopolis (construction and real estate sales; investment platform),Tokenopolis (construction and real estate sales; investme...,tokenopolis construction and real estate sales investment platform,Remote,Remote,Remote,UX/UI Designer
f020e06e85,talentCard,Startup (investor-backed product studio),Remote,UX/UI Designer,11.2023 - 08.2024,2023-11-01,2024-08-01,False,True,Startup (investor-backed product studio),Startup (investor-backed product studio),startup investor backed product studio,Remote,Remote,Remote,UX/UI Designer
f020e06e85,talentCard,Rightech LLC (IoT SaaS platform),Remote,Product Designer | UX/UI Designer,08.2024 - present,2024-08-01,2026-02-01,True,True,Rightech LLC (IoT SaaS platform),Rightech LLC (IoT SaaS platform),rightech iot saas platform,Remote,Remote,Remote,Product Designer | UX/UI Designer
b0b80fb89e,talentCard,АО Транснефть-Сибирь,Тюмень,Менеджер по работе с клиентами,07.2009 - 09.2015,2009-07-01,2015-09-01,False,True,АО Транснефть-Сибирь,АО Транснефть-Сибирь,транснефть сибирь,Тюмень,Тюмень,Тюмень,Менеджер по работе с клиентами
b0b80fb89e,talentCard,ГК Автострада (ООО),Екатеринбург,Помощник генерального директора (с функциями специалиста по маркетингу),11.2015 - 08.2018,2015-11-01,2018-08-01,False,True,ГК Автострада (ООО),ГК Автострада (ООО),гк автострада,Екатеринбург,Екатеринбург,Екатеринбург,Помощник генерального директора (с функциями специалиста...
b0b80fb89e,talentCard,КОРУС Консалтинг,Санкт-Петербург,Key Account Manager,09.2018 - 01.2021,2018-09-01,2021-01-01,False,True,КОРУС Консалтинг,КОРУС Консалтинг,корус консалтинг,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Key Account Manager
b0b80fb89e,talentCard,Hilbert Team,Москва,Старший менеджер по работе с клиентами / B2B Sales Manager,02.2021 - 03.2023,2021-02-01,2023-03-01,False,True,Hilbert Team,Hilbert Team,hilbert team,Москва,Москва,Moscow,Старший менеджер по работе с клиентами / B2B Sales Manager
b0b80fb89e,talentCard,Gigalegal,Москва,Business Developer Manager (AI),04.2023 - 10.2025,2023-04-01,2025-10-01,False,True,Gigalegal,Gigalegal,gigalegal,Москва,Москва,Moscow,Business Developer Manager (AI)
26ffa007a5,talentCard,Rolling Moto,Russia,Business Process Analyst,08.2022 - 06.2024,2022-08-01,2024-06-01,False,True,Rolling Moto,Rolling Moto,rolling moto,Russia,Russia,Russia,Business Process Analyst
26ffa007a5,talentCard,Restaurant and Cafe Chain,"Multiple cities, Russia",Business Process Analyst,07.2024 - 04.2025,2024-07-01,2025-04-01,False,True,Restaurant and Cafe Chain,Restaurant and Cafe Chain,restaurant and cafe chain,"Multiple cities, Russia","Multiple cities, Russia",Russia,Business Process Analyst
b06b27033a,talentCard,Центр симуляции и моделирования ВС Узбекистана (научно-технический центр),Москва,Научный сотрудник,07.2003 - 08.2006,2003-07-01,2006-08-01,False,True,Центр симуляции и моделирования ВС Узбекистана (научно-технический центр),Центр симуляции и моделирования ВС Узбекистана (научно-те...,центр симуляции и моделирования вс узбекистана научно техническии центр,Москва,Москва,Moscow,Научный сотрудник
